"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",0,0,0,0,0.365000000000009,0,0.7,0,0,-22.5,112.22,-0.470000000000027,1800,16476,0,0.205539939999994,-1.40000000000001
"2",0,0,0,0,0.0269999999999868,0,-0.5,0,0,2.55000000000018,20.1800000000001,-36.9,465,15716,0,0.118692390000007,-3.69999999999999
"3",0,2117.79999999999,2000.40000000002,3294.40000000002,-0.00900000000000034,-0.3,-0.2,-2,0.399999999999999,9.64999999999986,-27.49,-20.64,-117,18502,12.1,-0.0354847899999982,2.29999999999998
"4",0,0,0,0,0.173000000000002,0,-0.4,0,0,18.72,-109.57,-0.0500000000000114,-814,17849,0,0.0816536499999927,-0.799999999999983
"5",0,0,0,0,-0.137,0,0.1,0,0,11.24,-37.75,5.82000000000005,-633,13518,0,0.15812385000001,0.199999999999989
"6",-0.25,1635.60000000003,5306.5,4033.39999999997,-0.217999999999989,-0.2,-0.1,-2.1,-1,-22.1500000000001,-21.8499999999999,4.78999999999996,739,18184,10.7,0.094748459999991,1.09999999999999
"7",0,0,0,0,0.445999999999998,0,-0.1,0,0,-11.6699999999998,92.1600000000001,33.34,-1871,20524,0,0.0621994400000005,1.20000000000002
"8",0,0,0,0,0.691999999999993,0,-0.1,0,0,-6.91000000000008,42.3799999999999,5.23000000000002,270,19617,0,0.00677115000000583,3.19999999999999
"9",-0.25,1914.79999999999,-38.6000000000349,-290.599999999977,-0.182000000000002,0.1,-0.1,-0.599999999999998,0.100000000000001,-17.8499999999999,-19.0999999999999,-20.0600000000001,996,21041,20.1999999999999,0.245985059999995,2.30000000000001
"10",0,0,0,0,-0.345999999999989,0,0,0,0,-19.4100000000001,-37.49,-15.31,782,18541,0,0.265177430000008,1.79999999999998
"11",0,0,0,0,0.173000000000002,0,0.1,0,0,-10.55,69.1399999999999,19.99,454,17467,0,1.08966038999999,-5.89999999999998
"12",0,3363.5,4508.20000000001,3759.5,0.582999999999998,0.4,0.5,1,0.399999999999999,-11.6200000000001,12.26,6.96999999999997,-2487,16908,3.10000000000002,0.0445849299999992,9
"13",0,0,0,0,0.326999999999998,0,0.5,0,0,21.3300000000002,-6.25,31.5300000000001,407,25823,0,0.158971510000001,-4.10000000000002
"14",0,0,0,0,-0.0910000000000082,0,-0.4,0,0,15.52,10.3900000000001,4.59999999999991,197,12840,0,0.167124400000006,0.200000000000017
"15",0,4527.29999999999,6529.79999999999,6590.39999999997,-0.135999999999996,0.3,-0.3,-1.1,0.5,19.6299999999999,-51.3599999999999,20.22,612,14625,17.3,0.109269269999999,3.19999999999999
"16",-0.25,0,0,0,0,0,-0.2,0,0,-11.1599999999999,35.5699999999999,-41.14,514,16026,0,0.039770390000001,1.20000000000002
"17",0,0,0,0,-0.119,0,0.1,0,0,24.54,-90.04,3.47000000000003,1777,13386,0,0.0547274299999998,-3.10000000000002
"18",0,3338.90000000002,4844.30000000005,4257.80000000005,0.209999999999994,-0.3,0,0.600000000000001,-0.399999999999999,-7.98000000000002,-12.6400000000001,6.67999999999995,-3173,16961,12.6,0.0170686799999942,4.80000000000001
"19",0,0,0,0,0.346000000000004,0,-0.1,0,0,-10.25,25.1900000000001,-12.9499999999999,-151,16666,0,0.129324109999999,4.40000000000001
"20",0,0,0,0,0.191000000000003,0,-0.3,0,0,-29.6300000000001,87.4300000000001,2.58999999999992,36,17024,0,0.0396016899999978,4.40000000000001
"21",0,3090,1662,2154,-0.299999999999997,-0.1,0,0.599999999999998,0.0999999999999943,-20.55,45.29,-16.74,1448,17171,21.7,0.464791050000002,0.699999999999989
"22",0,0,0,0,-0.0190000000000055,0,-0.1,0,0,-3.98000000000002,-19.76,-17.6399999999999,-262,12282,0,0.169057019999997,8.30000000000001
"23",0,0,0,0,0.119,0,0.4,0,0,-6.14999999999986,-21.5900000000001,16.27,1717,13479,0,0.0652996100000109,-7.10000000000002
"24",0,3773.5,4213.69999999995,1529.39999999997,0.528000000000006,0.2,0.4,-0.599999999999998,-0.199999999999996,8.07999999999993,-40.1099999999999,8.88999999999999,-2647,14705,4.69999999999993,0.273263809999989,1.5
"25",0,0,0,0,0.263999999999996,0,1.1,0,0,6.54999999999995,-10.49,19.9499999999999,1041,15008,0,0.110150910000002,0
"26",0,0,0,0,0.182000000000002,0,-0.6,0,0,-0.409999999999854,14.7,18.6900000000001,494,14706,0,0.136357650000008,-4.19999999999999
"27",0,3397,2103.40000000002,4793.40000000002,0.063999999999993,-0.1,-0.1,-0.100000000000001,0.5,-26.3400000000001,38.76,-8.97000000000003,5,16248,13.1,0.0749967200000015,-1.90000000000001
"28",0,0,0,0,0.164000000000001,0,-0.3,0,0,-19.5599999999999,2.94000000000005,-18.28,-759,16294,0,0.0491524999999911,3.20000000000002
"29",0,0,0,0,-0.128,0,0,0,0,-5.63,0.949999999999818,21.9599999999999,609,15155,0,0.0360561300000057,2.09999999999999
"30",0,1238,2539.70000000001,2047.5,0.146000000000001,-0.6,-0.1,0.699999999999999,-0.300000000000004,0.569999999999936,26.8700000000001,2.08000000000004,-334,16682,20.6,-0.00619484000000625,7.5
"31",-0.25,0,0,0,0.173000000000002,0,-0.1,0,0,5.42999999999995,38.9799999999998,16.67,601,16518,0,0.0676405900000105,-5.80000000000001
"32",0,0,0,0,-0.063999999999993,0,-0.2,0,0,7.88000000000011,-18.2199999999998,-15.88,271,17995,0,0.177167489999988,3.40000000000001
"33",-0.25,1807.59999999998,5369.59999999998,6620.29999999999,-0.299999999999997,0.1,0.1,-0.699999999999999,0.700000000000003,27.04,-99.9100000000001,-15.26,1536,17270,26.0999999999999,0.177078590000008,-1.80000000000001
"34",0,0,0,0,-0.200000000000003,0,-0.2,0,0,34.8199999999999,16.8500000000001,-2.76999999999998,-563,12639,0,0.126846689999994,-2.5
"35",0,0,0,0,-0.0100000000000051,0,0.3,0,0,9.23000000000002,-17.72,37.76,1482,13233,0,0.0667309300000056,-2
"36",0,3479.79999999999,13285.9,14330.6,0.671999999999997,0.5,0.4,-0.5,1.4,-15.47,-20.9400000000001,28.5700000000001,-3108,14965,14.2,0.0224208099999998,1.10000000000002
"37",0,0,0,0,-0.0600000000000023,0,0.8,0,0,9.54000000000019,40.01,28.87,686,17573,0,0.0951337999999993,6.19999999999999
"38",-0.25,0,0,0,0.0100000000000051,0,-0.5,0,0,14.1699999999998,51.6199999999999,50.63,444,17720,0,0.14813135,-3.80000000000001
"39",0,1667.60000000003,1887.5,-2632.19999999995,0.0300000000000011,-0.5,-0.1,0.300000000000001,-0.799999999999997,-23.9099999999999,94.6500000000001,12.1999999999999,-1164,17064,32.7,0.158574939999994,1
"40",0,0,0,0,0.280000000000001,0,-0.2,0,0,2.6099999999999,7.63000000000011,25.2800000000001,253,18687,0,0.109621300000001,3.5
"41",-0.25,0,0,0,0.019999999999996,0,0.0999999999999996,0,0,20.9300000000001,-51.21,31,303,17175,0,0.171722610000003,-5
"42",0,6039.79999999999,8060.20000000001,9429.19999999995,0.180000000000007,1.1,-0.2,0.599999999999998,0.799999999999997,31.02,-5.65999999999985,-55.6700000000001,400,17083,29.4000000000001,1.47384463,3.5
"43",0,0,0,0,0.140000000000001,0,-0.2,0,0,35.8799999999999,-105.48,-26.12,-1122,17045,0,0.111603479999999,-5.09999999999999
"44",0,0,0,0,-0.260000000000005,0,-0.2,0,0,5.66000000000008,-12.97,11.1,188,17588,0,0.254756200000003,-0.199999999999989
"45",0,3005.5,2988.69999999995,1766.30000000005,0,-0.8,-0.1,0,-1.1,-36.5799999999999,80.99,-2.90999999999997,1052,18170,36.5999999999999,0.201449979999992,1.29999999999998
"46",0,0,0,0,-0.189999999999998,0,-0.1,0,0,3.78999999999996,-13.79,-14.28,-185,14413,0,0.129533200000012,1.10000000000002
"47",0,0,0,0,0.299999999999997,0,0.2,0,0,20.27,-35.25,12.8599999999999,-238,13939,0,0.237849179999998,-4.70000000000002
"48",0,1201.59999999998,10425.8,11648.2,0.170000000000002,-0.4,0.5,-1.6,1.2,29.4300000000001,-76.8799999999999,-27.76,-667,12244,20.4000000000001,0.0138202799999902,-0.799999999999983
"49",0,0,0,0,0.429999999999993,0,1.2,0,0,15.6799999999998,5.95999999999981,33.3900000000001,-338,13827,0,0.131327020000001,-2.70000000000002
"50",0,0,0,0,-0.259999999999991,0,-0.7,0,0,-29.1399999999999,75.8900000000001,13.2299999999999,2359,14127,0,0.152739350000004,-3
"51",0,4748.40000000002,-22,1458.5,0.189999999999998,0.8,-0.3,1.8,0.200000000000003,-40.7,19.6700000000001,-4.05999999999995,-2136,14813,33.1999999999998,0.14977983,-1.09999999999999
"52",0,0,0,0,0.0600000000000023,0,-0.3,0,0,24,-29.49,-7.39999999999998,-582,16916,0,0.0653808100000077,-2
"53",-0.25,0,0,0,-0.019999999999996,0,0,0,0,-1.00999999999999,10.3499999999999,13.1999999999999,623,18065,0,0.0791838899999959,4.59999999999999
"54",0,1890,681.5,-331.599999999977,-0.190000000000012,-0.7,-0.1,0.799999999999997,-1,-26.4100000000001,25.45,-7.5,-425,15288,37,0.115633540000005,-1.19999999999999
"55",0,0,0,0,0.260000000000005,0,0.1,0,0,-32.4099999999999,34.1800000000001,-15.5599999999999,511,14934,0,0.14747788999999,2.69999999999999
"56",0,0,0,0,0.599999999999994,0,-0.1,0,0,-4.19000000000005,5.89999999999986,-16.3100000000001,55,14692,0,-0.0667566099999988,0.900000000000006
"57",0,3264.70000000001,2455.39999999997,1590.59999999998,0.140000000000001,0.4,-0.2,0.300000000000001,0.699999999999996,17.79,-6.52999999999997,-48.4499999999999,1571,12810,41.2,0.0876746499999967,0.199999999999989
"58",0,0,0,0,-0.149999999999991,0,-0.2,0,0,36.3600000000001,-54.28,-4.38999999999999,-1370,10628,0,0.101024230000007,3.20000000000002
"59",0,0,0,0,0.109999999999999,0,0.1,0,0,20.6399999999999,39.9200000000001,21.67,-174,8534,0,0.0394114300000012,-2.70000000000002
"60",0,3522.5,8176.29999999999,8619.10000000003,1.08,0,0.5,0.5,0.399999999999999,2.81999999999994,40.0599999999999,-14.3,-147,8116,16.3,0.0440646499999957,12.1
"61",0,0,0,0,0.280000000000001,0,1.2,0,0,-40.1799999999998,21.0700000000002,-4.73000000000002,-285,7889,0,0.0461089399999963,-9.30000000000001
"62",0,0,0,0,-0.0700000000000074,0,-0.800000000000001,0,0,-10.1500000000001,53.3699999999999,19.02,1109,2714,0,0.0275916300000034,-6.5
"63",0,3007.89999999997,533.400000000023,-184.100000000035,-0.129999999999995,-0.1,0.100000000000001,1,-0.699999999999996,-2.03999999999996,24.0099999999998,13.8,-431,7968,26.9000000000001,-0.0194262400000014,0.199999999999989
"64",0,0,0,0,0.109999999999999,0,-0.6,0,0,-7.45000000000005,141.71,24.89,605,9683,0,-0.0189727799999986,1
"65",0,0,0,0,-0.219999999999999,0,0.2,0,0,4.75999999999999,70.3099999999999,-5.09999999999991,38,3638,0,0.0113684399999983,3.80000000000001
"66",0,6414.10000000003,9519.5,11936.8,0.170000000000002,0.8,-0.4,-0.700000000000003,1.1,4.36000000000013,40.7000000000003,-16.85,-27,8724,28.3,-0.046069629999991,0.699999999999989
"67",0,0,0,0,0.590000000000003,0,0.2,0,0,-3.61000000000013,-40.7200000000003,11.66,459,8872,0,-0.00726977000000772,0.700000000000017
"68",0,0,0,0,0.11999999999999,0,-0.3,0,0,0.799999999999955,-0.339999999999691,17.21,460,8672,0,-0.0124935999999991,5.79999999999998
