idx,날짜,기준금리(%)1,국내총생산(시장가격 GDP)(십억원)1,국내총소득(GDI)1,국민총소득(GNI)1,소비자물가지수(2015 = 100),경제성장률(%)1,실업률(%)3,국내총투자율(%),총저축률(%),원/미국달러(매매기준율 평균 원)8,KOSPI(평균),KOSDAQ(평균)2,아파트 거래량 매매(전국),총 인구(명)1,가계대출(조원)1,평균전세가율(전국)1,평균아파트매매가격(전국)
163,2015년 7월,1.5,411150.7,410199.7,409987.4,100.05,0.4,3.9,29.9,36.9,1095.1,2058.03,722.83,107956,51431100,1072,71.14469742,353.6
164,2015년 8월,1.5,417190.5,418259.9,419416.6,100.23,1.5,3.7,29.9,36.9,1104.33,1952.55,753.83,114610,51448183,1101.4,72.88312199,342
165,2015년 9월,1.5,417190.5,418259.9,419416.6,100.37,1.5,3.8,29.9,36.9,1088.86,1939.58,698.16,93744,51465228,1101.4,72.93923879,354.2
166,2015년 10월,1.5,417190.5,418259.9,419416.6,100.11,1.5,3.6,29.9,35.8,1098.4,2020.57,672.04,88082,51482816,1101.4,73.05270661,357.5
167,2015년 11월,1.5,420196,421248.6,421182.9,100.11,0.7,3.4,29.9,35.8,1112.57,2006.78,683.14,103565,51500986,1138,73.15084119,354.9
168,2015년 12월,1.5,420196,421248.6,421182.9,99.92,0.7,3.2,29.9,35.8,1088.66,1971.53,680.23,101400,51515399,1138,73.31022863,329
169,2016년 1월,1.5,420196,421248.6,421182.9,100.22,0.7,3.1,28.3,37,1091.27,1894.65,665.95,94474,51529338,1138,73.44866123,329.4
170,2016년 2월,1.5,421397.6,431674.4,432831.1,100.39,0.3,3,28.3,37,1112.2,1900.61,678.81,75991,51541582,1158.4,73.5594074,335.3
171,2016년 3월,1.5,421397.6,431674.4,432831.1,100.82,0.3,3.2,28.3,37,1143.22,1976.5,651.05,66800,51555409,1158.4,73.73480767,346.4
172,2016년 4월,1.5,421397.6,431674.4,432831.1,100.56,0.3,3.7,30.1,37.2,1179.1,1996.17,684.44,85456,51569536,1158.4,73.87640913,375.2
173,2016년 5월,1.5,426146,431652.4,434289.6,100.75,1.1,4.9,30.1,37.2,1184.76,1966.68,697.67,87499,51584349,1191.6,74.03516155,386.6
174,2016년 6월,1.5,426146,431652.4,434289.6,100.81,1.1,4.2,30.1,37.2,1148.18,1977.03,693.61,91324,51601265,1191.6,74.14687286,398.5
175,2016년 7월,1.25,426146,431652.4,434289.6,100.79,1.1,3.9,30.9,36.2,1151.97,2002.48,686.21,97897,51619330,1191.6,74.30396763,389.2
176,2016년 8월,1.25,428036,432333.9,433958,100.6,0.4,3.6,30.9,36.2,1172.24,2036.66,699.41,99810,51634618,1228.6,74.38911,389.6
177,2016년 9월,1.25,428036,432333.9,433958,100.86,0.4,3.6,30.9,36.2,1201.67,2042.56,691.91,104702,51649552,1228.6,74.4486631,394.9
178,2016년 10월,1.25,428036,432333.9,433958,101.46,0.4,3.5,31.2,36.9,1217.35,2036.03,676.35,98535,51664244,1228.6,74.45368679,389.9
179,2016년 11월,1.25,431300.7,434789.3,435548.6,101.6,0.8,3.6,31.2,36.9,1188.21,1981.75,660.04,116878,51677054,1269.8,74.48464085,353
180,2016년 12월,1.25,431300.7,434789.3,435548.6,101.45,0.8,3.5,31.2,36.9,1147.51,2021.67,611.59,111218,51687682,1269.8,74.50244889,346.8
181,2017년 1월,1.25,431300.7,434789.3,435548.6,101.56,0.8,3.3,31.7,37.3,1171.51,2061.73,607.2,98637,51696216,1269.8,74.55563574,350.7
182,2017년 2월,1.25,434823.2,442965.6,444167.7,102.64,0.8,3.1,31.7,37.3,1170.5,2082.8,628.87,74852,51704332,1286.1,74.58101221,361.4
183,2017년 3월,1.25,434823.2,442965.6,444167.7,102.92,0.8,3.2,31.7,37.3,1144.09,2136.17,614.57,74768,51712221,1286.1,74.63375584,379.2
184,2017년 4월,1.25,434823.2,442965.6,444167.7,102.85,0.8,3.7,32.7,36.6,1111.68,2160.18,609.84,93876,51714935,1286.1,74.68892609,405
185,2017년 5월,1.25,437831.1,443499,443983.6,102.72,0.7,4.9,32.7,36.6,1107.49,2301.89,628.86,93756,51722903,1313,74.71059182,450.2
186,2017년 6월,1.25,437831.1,443499,443983.6,102.83,0.7,4.1,32.7,36.6,1125.28,2372.2,642.66,107308,51732586,1313,74.7036952,420.2
187,2017년 7월,1.25,437831.1,443499,443983.6,102.61,0.7,4.2,32,37.7,1161.64,2412.9,667.55,120558,51736224,1313,74.62881017,452.9
188,2017년 8월,1.25,444245.2,453018.5,455920.4,102.78,1.5,3.6,32,37.7,1182.28,2372.18,662.45,130161,51744948,1341.3,74.55262988,369.3
189,2017년 9월,1.25,444245.2,453018.5,455920.4,103.37,1.5,3.8,32,37.7,1185.1,2371.84,645.6,146281,51753820,1341.3,74.43867621,399.3
190,2017년 10월,1.25,444245.2,453018.5,455920.4,103.49,1.5,3.4,32.7,36.7,1144.92,2482.87,657.26,122921,51762492,1341.3,74.44128935,406.1
191,2017년 11월,1.25,443912.1,447244,449746.7,103.39,-0.1,3.6,32.7,36.7,1134.77,2533.51,674.47,98934,51769092,1370.1,74.42420111,432.5
192,2017년 12월,1.5,443912.1,447244,449746.7,102.62,-0.1,3.3,32.7,36.7,1132.73,2467.73,751.04,116412,51774649,1370.1,74.4098395,458.8
193,2018년 1월,1.5,443912.1,447244,449746.7,102.99,-0.1,3.2,32,35.9,1125.28,2520.94,768.16,114324,51778544,1370.1,75.33813112,484.2
194,2018년 2월,1.5,448645.4,455313.6,457111.4,103.42,1.1,3.1,32,35.9,1130.04,2439.1,872.45,134312,51779148,1387.2,75.18496744,440.7
195,2018년 3월,1.5,448645.4,455313.6,457111.4,104.21,1.1,3.3,32,35.9,1134.4,2451.57,863.64,113363,51779892,1387.2,74.93986188,404.1
196,2018년 4월,1.5,448645.4,455313.6,457111.4,104.1,1.1,3.7,31.9,36,1130.79,2458.22,867.92,135730,51784669,1387.2,74.72630133,369.1
197,2018년 5월,1.5,451406.9,452966.9,454315.9,104.29,0.6,4.6,31.9,36,1131.59,2461.3,879.89,101527,51790131,1409.2,74.536188,374.7
198,2018년 6월,1.5,451406.9,452966.9,454315.9,104.34,0.6,4.5,31.9,36,1131.57,2394.51,863.84,103149,51796179,1409.2,74.3421362,391
199,2018년 7월,1.5,451406.9,452966.9,454315.9,104.13,0.6,4.1,30.3,36.3,1105.04,2284.25,850.6,104209,51801449,1409.2,74.18880728,444.5
200,2018년 8월,1.5,454011.9,453956.6,455907.2,103.93,0.6,4,30.3,36.3,1085.78,2283.8,793.49,108400,51806977,1427.2,74.05435575,530.6
201,2018년 9월,1.5,454011.9,453956.6,455907.2,104.85,0.6,3.7,30.3,36.3,1066.7,2307.33,786,102407,51812153,1427.2,73.92786804,444
202,2018년 10월,1.5,454011.9,453956.6,455907.2,105.65,0.6,3.7,31.6,35.5,1079.58,2153.48,824.62,110688,51817851,1427.2,73.66067901,364.9
203,2018년 11월,1.5,457941.1,452777.5,454818.9,105.46,0.9,4,31.6,35.5,1071.89,2083.33,724.95,124697,51821881,1446.6,73.51036437,341.5
204,2018년 12월,1.75,457941.1,452777.5,454818.9,104.71,0.9,3.6,31.6,35.5,1067.76,2070.13,687.78,98117,51824477,1446.6,73.43557842,336.4
205,2019년 1월,1.75,457941.1,452777.5,454818.9,104.35,0.9,3.5,30.6,34.7,1076.39,2101.98,676.49,84742,51826059,1446.6,73.36436185,327.1
206,2019년 2월,1.75,456385.5,453625,455085.5,104.24,-0.3,3.2,30.6,34.7,1092.8,2210.2,690.46,91868,51826287,1451.7,71.59757139,317.1
207,2019년 3월,1.75,456385.5,453625,455085.5,104.69,-0.3,3.4,30.6,34.7,1122.8,2161.91,739.71,78825,51829538,1451.7,71.55131267,333.7
208,2019년 4월,1.75,456385.5,453625,455085.5,104.49,-0.3,4.5,32.3,34.7,1121.15,2212.12,742.44,90720,51833175,1451.7,71.51857437,362.3
209,2019년 5월,1.75,461013.9,450757,454175.4,104.87,1,4.7,32.3,34.7,1120.6,2086.9,755.68,89977,51836763,1468,71.49878392,412.5
210,2019년 6월,1.75,461013.9,450757,454175.4,105.05,1,4.3,32.3,34.7,1130.81,2105.3,715.13,82498,51840339,1468,71.50328523,478.9
211,2019년 7월,1.75,461013.9,450757,454175.4,104.88,1,4.4,30.9,35,1128.58,2079.48,714.47,82119,51842636,1468,71.48839645,500.9
212,2019년 8월,1.5,462744.8,450727.7,455991,104.56,0.4,4,30.9,35,1122.9,1944.24,667.48,104299,51845612,1481.4,71.4788155,456.7
213,2019년 9월,1.5,462744.8,450727.7,455991,104.81,0.4,4,30.9,35,1122,2045.21,595.05,107575,51847538,1481.4,71.48536377,474.3
214,2019년 10월,1.5,462744.8,450727.7,455991,105.2,0.4,3.9,30.8,34.4,1122.45,2065.75,632.96,102477,51849253,1481.4,71.51389807,503
215,2019년 11월,1.25,468814.3,453623.9,458884.6,105.46,1.3,3,30.8,34.4,1130.72,2128.79,644.97,116757,51850705,1504.6,71.5520747,509
216,2019년 12월,1.25,468814.3,453623.9,458884.6,104.87,1.3,3.1,30.8,34.4,1140.95,2147.01,656.89,123398,51851427,1504.6,71.56989756,475.1
217,2020년 1월,1.25,468814.3,453623.9,458884.6,105.12,1.3,3,31.2,36,1183.29,2203.44,640.54,147148,51849861,1504.6,71.49213362,440.5
218,2020년 2월,1.25,462805.5,450827.5,455435.6,105.79,-1.3,3.1,31.2,36,1175.62,2167.12,671.12,137125,51847509,1521.8,70.96665187,443
219,2020년 3월,1.25,462805.5,450827.5,455435.6,105.8,-1.3,3.4,31.2,36,1175.31,1786.75,667.3,152542,51844627,1521.8,70.91672846,395.7
220,2020년 4월,0.75,462805.5,450827.5,455435.6,105.54,-1.3,4.1,32.7,34.5,1208.98,1849.59,549.44,123721,51843195,1521.8,70.61033756,369.9
221,2020년 5월,0.75,448209.3,442242.6,445361.9,104.95,-3.2,4.1,32.7,34.5,1197.55,1965.17,615.6,83012,51842524,1546,70.488136,419.2
222,2020년 6월,0.5,448209.3,442242.6,445361.9,104.71,-3.2,4.2,32.7,34.5,1184.13,2134.7,695.3,102531,51841371,1546,70.48203435,533.8
223,2020년 7월,0.5,448209.3,442242.6,445361.9,104.87,-3.2,4.2,30.8,35.7,1167.45,2195.95,743.57,158348,51839408,1546,70.38579874,517.5
224,2020년 8월,0.5,457783.7,453997.5,455873.4,104.86,2.1,4.5,30.8,35.7,1175.84,2349.87,781.02,173221,51839852,1585.7,70.16691557,474.5
225,2020년 9월,0.5,457783.7,453997.5,455873.4,105.5,2.1,4.3,30.8,35.7,1164.28,2371.52,835.29,106969,51839953,1585.7,70.20403852,449.9
226,2020년 10월,0.5,457783.7,453997.5,455873.4,106.2,2.1,4,30.8,37.2,1193.79,2357.82,865.53,113844,51841786,1585.7,70.36379811,454.2
227,2020년 11월,0.5,463395,457605.1,462259.6,105.61,1.2,3.1,30.8,37.2,1220.09,2504.18,832.64,113766,51838016,1630.2,70.587992,472.1
228,2020년 12월,0.5,463395,457605.1,462259.6,105.5,1.2,3.6,30.8,37.2,1225.23,2755.77,850.78,137937,51834302,1630.2,70.76642467,491.8
229,2021년 1월,0.5,463395,457605.1,462259.6,105.67,1.2,3.7,31,37.4,1228.67,3089.27,928.02,172359,51829023,1630.2,70.87637367,491.3
230,2021년 2월,0.5,472602.2,467453.4,473782.1,106.47,1.7,3.4,31,37.4,1210.01,3092.41,,113272,51825932,1666,70.8369915,460.5
231,2021년 3월,0.5,472602.2,467453.4,473782.1,107,1.7,4.1,31,37.4,1198.9,3032.47,975.31,107119,51824142,1666,70.63376287,428.6
232,2021년 4월,0.5,472602.2,467453.4,473782.1,107.16,1.7,5.7,,,1186.85,3165.08,956.98,105463,51705905,1666,70.40087443,445.2
233,2021년 5월,0.5,,,,107.39,,4.9,,,1178.8,3169.2,935.33,111192,51702100,,70.09548357,
234,2021년 6월,0.5,,,,107.46,,4.3,,,1144.68,,1001.79,109821,51683025,,69.81810332,
,,,,,,107.39,,4,,,1116.76,,969.08,,51672400,,69.38042437,
,,,,,,,,4,,,1095.13,,,,,,,
,,,,,,,,,,,1097.49,,,,,,,
,,,,,,,,,,,1111.72,,,,,,,
,,,,,,,,,,,1131.02,,,,,,,
,,,,,,,,,,,1119.4,,,,,,,
,,,,,,,,,,,1123.28,,,,,,,
,,,,,,,,,,,1121.3,,,,,,,
