idx,날짜,기준금리(%),국내총생산(시장가격 GDP)(십억원),국내총소득(GDI),국민총소득(GNI),소비자물가지수(2015 = 100),경제성장률(%),실업률(%),국내총투자율(%),총저축률(%),원/미국달러(매매기준율 평균 원),KOSPI(평균),KOSDAQ(평균),아파트 거래량 매매(강원),총 인구(명),가계대출(조원),평균전세가율(강원),평균아파트매매가격(강원)
171,2016년 3월,1.5,421397.6,431674.4,432831.1,100.82,0.3,4.9,29.9,37,1091.27,2006.78,651.05,3035,51555409,1158.4,75.8396475,189.2
172,2016년 4월,1.5,421397.6,431674.4,432831.1,100.56,1.1,4.2,29.9,37.2,1112.2,1971.53,684.44,4338,51569536,1158.4,75.82103043,192
173,2016년 5월,1.5,426146,431652.4,434289.6,100.75,1.1,3.9,28.3,37.2,1143.22,1894.65,697.67,7519,51584349,1191.6,75.8103531,188.2
174,2016년 6월,1.5,426146,431652.4,434289.6,100.81,1.1,3.6,28.3,37.2,1179.1,1900.61,693.61,3255,51601265,1191.6,75.85162096,194.3
175,2016년 7월,1.25,426146,431652.4,434289.6,100.79,0.4,3.6,28.3,36.2,1184.76,1976.5,686.21,2567,51619330,1191.6,75.89885262,199
176,2016년 8월,1.25,428036,432333.9,433958,100.6,0.4,3.5,30.1,36.2,1148.18,1996.17,699.41,2870,51634618,1228.6,75.91682559,197.7
177,2016년 9월,1.25,428036,432333.9,433958,100.86,0.4,3.6,30.1,36.2,1151.97,1966.68,691.91,3447,51649552,1228.6,75.84649606,201.7
178,2016년 10월,1.25,428036,432333.9,433958,101.46,0.8,3.5,30.1,36.9,1172.24,1977.03,676.35,3306,51664244,1228.6,75.83543855,200.2
179,2016년 11월,1.25,431300.7,434789.3,435548.6,101.6,0.8,3.3,30.9,36.9,1201.67,2002.48,660.04,4541,51677054,1269.8,75.85986566,199.9
180,2016년 12월,1.25,431300.7,434789.3,435548.6,101.45,0.8,3.1,30.9,36.9,1217.35,2036.66,611.59,3842,51687682,1269.8,75.83158056,197.2
181,2017년 1월,1.25,431300.7,434789.3,435548.6,101.56,0.8,3.2,30.9,37.3,1188.21,2042.56,607.2,2712,51696216,1269.8,75.81202772,207
182,2017년 2월,1.25,434823.2,442965.6,444167.7,102.64,0.8,3.7,31.2,37.3,1147.51,2036.03,628.87,3312,51704332,1286.1,75.82939914,205.1
183,2017년 3월,1.25,434823.2,442965.6,444167.7,102.92,0.8,4.9,31.2,37.3,1171.51,1981.75,614.57,2895,51712221,1286.1,75.89521643,203.9
184,2017년 4월,1.25,434823.2,442965.6,444167.7,102.85,0.7,4.1,31.2,36.6,1170.5,2021.67,609.84,3475,51714935,1286.1,75.86269421,199.8
185,2017년 5월,1.25,437831.1,443499,443983.6,102.72,0.7,4.2,31.7,36.6,1144.09,2061.73,628.86,4255,51722903,1313,75.86731571,202.9
186,2017년 6월,1.25,437831.1,443499,443983.6,102.83,0.7,3.6,31.7,36.6,1111.68,2082.8,642.66,2958,51732586,1313,75.84907609,206.5
187,2017년 7월,1.25,437831.1,443499,443983.6,102.61,1.5,3.8,31.7,37.7,1107.49,2136.17,667.55,2690,51736224,1313,75.7986288,205.7
188,2017년 8월,1.25,444245.2,453018.5,455920.4,102.78,1.5,3.4,32.7,37.7,1125.28,2160.18,662.45,3755,51744948,1341.3,75.87066319,204
189,2017년 9월,1.25,444245.2,453018.5,455920.4,103.37,1.5,3.6,32.7,37.7,1161.64,2301.89,645.6,4417,51753820,1341.3,75.95111715,210.1
190,2017년 10월,1.25,444245.2,453018.5,455920.4,103.49,-0.1,3.3,32.7,36.7,1182.28,2372.2,657.26,2909,51762492,1341.3,76.02625715,205.4
191,2017년 11월,1.25,443912.1,447244,449746.7,103.39,-0.1,3.2,32,36.7,1185.1,2412.9,674.47,4218,51769092,1370.1,76.04362244,201.5
192,2017년 12월,1.5,443912.1,447244,449746.7,102.62,-0.1,3.1,32,36.7,1144.92,2372.18,751.04,4116,51774649,1370.1,79.68246176,208.1
193,2018년 1월,1.5,443912.1,447244,449746.7,102.99,1.1,3.3,32,35.9,1134.77,2371.84,768.16,4917,51778544,1370.1,79.61036214,207
194,2018년 2월,1.5,448645.4,455313.6,457111.4,103.42,1.1,3.7,32.7,35.9,1132.73,2482.87,872.45,3630,51779148,1387.2,79.58241708,205.8
195,2018년 3월,1.5,448645.4,455313.6,457111.4,104.21,1.1,4.6,32.7,35.9,1125.28,2533.51,863.64,4525,51779892,1387.2,79.45547069,203.5
196,2018년 4월,1.5,448645.4,455313.6,457111.4,104.1,0.6,4.5,32.7,36,1130.04,2467.73,867.92,2797,51784669,1387.2,79.44199833,200.8
197,2018년 5월,1.5,451406.9,452966.9,454315.9,104.29,0.6,4.1,32,36,1134.4,2520.94,879.89,4227,51790131,1409.2,79.49501739,200
198,2018년 6월,1.5,451406.9,452966.9,454315.9,104.34,0.6,4,32,36,1130.79,2439.1,863.84,2779,51796179,1409.2,79.51250273,198.4
199,2018년 7월,1.5,451406.9,452966.9,454315.9,104.13,0.6,3.7,32,36.3,1131.59,2451.57,850.6,2481,51801449,1409.2,79.58748942,196.6
200,2018년 8월,1.5,454011.9,453956.6,455907.2,103.93,0.6,3.7,31.9,36.3,1131.57,2458.22,793.49,4246,51806977,1427.2,79.64143688,198
201,2018년 9월,1.5,454011.9,453956.6,455907.2,104.85,0.6,4,31.9,36.3,1105.04,2461.3,786,2544,51812153,1427.2,79.70603576,202.9
202,2018년 10월,1.5,454011.9,453956.6,455907.2,105.65,0.9,3.6,31.9,35.5,1085.78,2394.51,824.62,3847,51817851,1427.2,79.78700149,199
203,2018년 11월,1.5,457941.1,452777.5,454818.9,105.46,0.9,3.5,30.3,35.5,1066.7,2284.25,724.95,2837,51821881,1446.6,79.98740409,194.3
204,2018년 12월,1.75,457941.1,452777.5,454818.9,104.71,0.9,3.2,30.3,35.5,1079.58,2283.8,687.78,3174,51824477,1446.6,80.0019328,194.9
205,2019년 1월,1.75,457941.1,452777.5,454818.9,104.35,-0.3,3.4,30.3,34.7,1071.89,2307.33,676.49,3809,51826059,1446.6,79.64296007,191.6
206,2019년 2월,1.75,456385.5,453625,455085.5,104.24,-0.3,4.5,31.6,34.7,1067.76,2153.48,690.46,2391,51826287,1451.7,79.76725316,190.5
207,2019년 3월,1.75,456385.5,453625,455085.5,104.69,-0.3,4.7,31.6,34.7,1076.39,2083.33,739.71,2640,51829538,1451.7,79.80736367,189.5
208,2019년 4월,1.75,456385.5,453625,455085.5,104.49,1,4.3,31.6,34.7,1092.8,2070.13,742.44,4120,51833175,1451.7,79.75283724,193
209,2019년 5월,1.75,461013.9,450757,454175.4,104.87,1,4.4,30.6,34.7,1122.8,2101.98,755.68,3367,51836763,1468,79.62639763,190.6
210,2019년 6월,1.75,461013.9,450757,454175.4,105.05,1,4,30.6,34.7,1121.15,2210.2,715.13,3143,51840339,1468,79.62205494,193.8
211,2019년 7월,1.75,461013.9,450757,454175.4,104.88,0.4,4,30.6,35,1120.6,2161.91,714.47,2834,51842636,1468,79.72569404,189.7
212,2019년 8월,1.5,462744.8,450727.7,455991,104.56,0.4,3.9,32.3,35,1130.81,2212.12,667.48,2837,51845612,1481.4,79.75044799,192.1
213,2019년 9월,1.5,462744.8,450727.7,455991,104.81,0.4,3,32.3,35,1128.58,2086.9,595.05,4396,51847538,1481.4,79.89628561,193.5
214,2019년 10월,1.5,462744.8,450727.7,455991,105.2,1.3,3.1,32.3,34.4,1122.9,2105.3,632.96,3035,51849253,1481.4,79.96827377,197.7
215,2019년 11월,1.25,468814.3,453623.9,458884.6,105.46,1.3,3,30.9,34.4,1122,2079.48,644.97,2603,51850705,1504.6,79.9211922,200.4
216,2019년 12월,1.25,468814.3,453623.9,458884.6,104.87,1.3,3.1,30.9,34.4,1122.45,1944.24,656.89,4693,51851427,1504.6,80.14457612,206.7
217,2020년 1월,1.25,468814.3,453623.9,458884.6,105.12,-1.3,3.4,30.9,36,1130.72,2045.21,640.54,4173,51849861,1504.6,79.91597229,204.4
218,2020년 2월,1.25,462805.5,450827.5,455435.6,105.79,-1.3,4.1,30.8,36,1140.95,2065.75,671.12,5080,51847509,1521.8,80.01444297,202.2
219,2020년 3월,1.25,462805.5,450827.5,455435.6,105.8,-1.3,4.1,30.8,36,1183.29,2128.79,667.3,3572,51844627,1521.8,80.01591782,200.6
220,2020년 4월,0.75,462805.5,450827.5,455435.6,105.54,-3.2,4.2,30.8,34.5,1175.62,2147.01,549.44,3156,51843195,1521.8,80.042551,201.5
221,2020년 5월,0.75,448209.3,442242.6,445361.9,104.95,-3.2,4.2,31.2,34.5,1175.31,2203.44,615.6,3522,51842524,1546,80.07653588,206.2
222,2020년 6월,0.5,448209.3,442242.6,445361.9,104.71,-3.2,4.5,31.2,34.5,1208.98,2167.12,695.3,4514,51841371,1546,80.04417391,226.4
223,2020년 7월,0.5,448209.3,442242.6,445361.9,104.87,2.1,4.3,31.2,35.7,1197.55,1786.75,743.57,4578,51839408,1546,79.82417173,216.8
224,2020년 8월,0.5,457783.7,453997.5,455873.4,104.86,2.1,4,32.7,35.7,1184.13,1849.59,781.02,2909,51839852,1585.7,79.8138396,213.9
225,2020년 9월,0.5,457783.7,453997.5,455873.4,105.5,2.1,3.1,32.7,35.7,1167.45,1965.17,835.29,3599,51839953,1585.7,80.05261818,214.1
226,2020년 10월,0.5,457783.7,453997.5,455873.4,106.2,1.2,3.6,32.7,37.2,1175.84,2134.7,865.53,3209,51841786,1585.7,80.26317502,219
227,2020년 11월,0.5,463395,457605.1,462259.6,105.61,1.2,3.7,30.8,37.2,1164.28,2195.95,832.64,3630,51838016,1630.2,80.59277012,223.3
228,2020년 12월,0.5,463395,457605.1,462259.6,105.5,1.2,3.4,30.8,37.2,1193.79,2349.87,850.78,4606,51834302,1630.2,80.87212938,240.5
229,2021년 1월,0.5,463395,457605.1,462259.6,105.67,1.7,4.1,30.8,37.4,1220.09,2371.52,928.02,3648,51829023,1630.2,80.98249076,239.8
230,2021년 2월,0.5,472602.2,467453.4,473782.1,106.47,1.7,5.7,30.8,37.4,1225.23,2357.82,,4157,51825932,1666,81.04742762,231.4
231,2021년 3월,0.5,472602.2,467453.4,473782.1,107,1.7,4.9,30.8,37.4,1228.67,2504.18,975.31,3749,51824142,1666,80.9389897,226.2
232,2021년 4월,0.5,472602.2,467453.4,473782.1,107.16,,4.3,30.8,,1210.01,2755.77,956.98,3815,51705905,1666,80.8669653,226.7
233,2021년 5월,0.5,,,,107.39,,4,31,,1198.9,3089.27,935.33,4331,51702100,,80.83191136,
234,2021년 6월,0.5,,,,107.46,,4,31,,1186.85,3092.41,1001.79,,51683025,,80.62800397,
,,,,,,107.39,,,31,,1178.8,3032.47,969.08,,51672400,,,
,,,,,,,,,,,1144.68,3165.08,,,,,,
,,,,,,,,,,,1116.76,3169.2,,,,,,
,,,,,,,,,,,1095.13,,,,,,,
,,,,,,,,,,,1097.49,,,,,,,
,,,,,,,,,,,1111.72,,,,,,,
,,,,,,,,,,,1131.02,,,,,,,
,,,,,,,,,,,1119.4,,,,,,,
,,,,,,,,,,,1123.28,,,,,,,
,,,,,,,,,,,1121.3,,,,,,,
