idx,날짜,기준금리(%),국내총생산(시장가격 GDP)(십억원),국내총소득(GDI),국민총소득(GNI),소비자물가지수(2015 = 100),경제성장률(%),실업률(%),국내총투자율(%),총저축률(%),원/미국달러(매매기준율 평균 원),KOSPI(평균),KOSDAQ(평균),아파트 거래량 매매(전국),총 인구(명),가계대출(조원),평균전세가율(전국),소비자물가지수(2015 = 100)(lag6),소비자물가지수(2015 = 100)(lag5),소비자물가지수(2015 = 100)(lag4),소비자물가지수(2015 = 100)(lag3),소비자물가지수(2015 = 100)(lag2),소비자물가지수(2015 = 100)(lag1),실업률(%)(lag6),실업률(%)(lag5),실업률(%)(lag4),실업률(%)(lag3),실업률(%)(lag2),실업률(%)(lag1),KOSPI(평균)(lag6),KOSPI(평균)(lag5),KOSPI(평균)(lag4),KOSPI(평균)(lag3),KOSPI(평균)(lag2),KOSPI(평균)(lag1),KOSDAQ(평균)(lag6),KOSDAQ(평균)(lag5),KOSDAQ(평균)(lag4),KOSDAQ(평균)(lag3),KOSDAQ(평균)(lag2),KOSDAQ(평균)(lag1),평균전세가율(전국)(lag6),평균전세가율(전국)(lag5),평균전세가율(전국)(lag4),평균전세가율(전국)(lag3),평균전세가율(전국)(lag2),평균전세가율(전국)(lag1),기준금리(%)(lag6),기준금리(%)(lag5),기준금리(%)(lag4),기준금리(%)(lag3),기준금리(%)(lag2),기준금리(%)(lag1),국내총투자율(%)(lag6),국내총투자율(%)(lag5),국내총투자율(%)(lag4),국내총투자율(%)(lag3),국내총투자율(%)(lag2),국내총투자율(%)(lag1),가계대출(조원)(lag6),가계대출(조원)(lag5),가계대출(조원)(lag4),가계대출(조원)(lag3),가계대출(조원)(lag2),가계대출(조원)(lag1),국내총생산(시장가격 GDP)(십억원)(lag6),국내총생산(시장가격 GDP)(십억원)(lag5),국내총생산(시장가격 GDP)(십억원)(lag4),국내총생산(시장가격 GDP)(십억원)(lag3),국내총생산(시장가격 GDP)(십억원)(lag2),국내총생산(시장가격 GDP)(십억원)(lag1),원/미국달러(매매기준율 평균 원)(lag6),원/미국달러(매매기준율 평균 원)(lag5),원/미국달러(매매기준율 평균 원)(lag4),원/미국달러(매매기준율 평균 원)(lag3),원/미국달러(매매기준율 평균 원)(lag2),원/미국달러(매매기준율 평균 원)(lag1),원/미국달러(매매기준율 평균 원)(lag8),아파트 거래량 매매(전국)(lag6),아파트 거래량 매매(전국)(lag5),아파트 거래량 매매(전국)(lag4),아파트 거래량 매매(전국)(lag3),아파트 거래량 매매(전국)(lag2),아파트 거래량 매매(전국)(lag1),평균아파트매매가격(전국),평균아파트매매가격(서울),평균종합주택매매가격지수(전국),평균종합주택매매가격지수(서울),평균아파트매매가격(전국) (diff; order=1),아파트 거래량 매매(전국) (diff; order=1),실업률(%) (diff; order=1),KOSDAQ(평균) (diff; order=1),기준금리(%) (diff; order=1),원/미국달러(매매기준율 평균 원) (diff; order=1),국내총생산(시장가격 GDP)(십억원) (diff; order=1),국내총소득(GDI) (diff; order=1),국민총소득(GNI) (diff; order=1),소비자물가지수(2015 = 100) (diff; order=1),경제성장률(%) (diff; order=1),국내총투자율(%) (diff; order=1),총저축률(%) (diff; order=1),KOSPI(평균) (diff; order=1),총 인구(명) (diff; order=1),가계대출(조원) (diff; order=1),평균전세가율(전국) (diff; order=1),KOSPI(평균) (diff; order=1)(lag1),아파트 거래량 매매(전국) (diff; order=1)(lag1)
143,2013년 11월,2.5,395787.2,380799.9,383298.4,98.16,0.8,2.6,30.2,34.8,1062.82,2009.92,496.17,85975,51127984,960.6,68.46006804,97.851,97.732,97.942,98.288,98.479,98.179,3,3.1,3.1,3,2.7,2.7,1974.45,1884.41,1871.77,1896.96,1984.39,2029.68,530.76,534.23,540.91,527.96,530.55,513.81,66.53378596,66.68215657,66.96885308,67.42466655,67.82491391,68.17274876,2.5,2.5,2.5,2.5,2.5,2.5,29,29,29.6,29.6,29.6,30.2,926.3,926.3,938.9,938.9,938.9,960.6,389358.3,389358.3,392697.2,392697.2,392697.2,395787.2,1110.67,1135.21,1127.23,1116.98,1087.35,1066.8,1102.2,89599,119495,55342,53390,55564,89955,294.6,570.9,92.9,89.9,-3.4,-3980,-0.1,-17.64,0,-3.98,0,0,0,-0.019,0,0,0,-19.76,12282,0,0.287319,45.29,34391
144,2013년 12월,2.5,395787.2,380799.9,383298.4,98.279,0.8,3,30.2,34.8,1056.67,1988.33,512.44,99060,51141463,960.6,68.70328803,97.732,97.942,98.288,98.479,98.179,98.16,3.1,3.1,3,2.7,2.7,2.6,1884.41,1871.77,1896.96,1984.39,2029.68,2009.92,534.23,540.91,527.96,530.55,513.81,496.17,66.68215657,66.96885308,67.42466655,67.82491391,68.17274876,68.46006804,2.5,2.5,2.5,2.5,2.5,2.5,29,29.6,29.6,29.6,30.2,30.2,926.3,938.9,938.9,938.9,960.6,960.6,389358.3,392697.2,392697.2,392697.2,395787.2,395787.2,1135.21,1127.23,1116.98,1087.35,1066.8,1062.82,1121.83,119495,55342,53390,55564,89955,85975,308.7,605,93,89.8,14.1,13085,0.4,16.27,0,-6.15,0,0,0,0.119,0,0,0,-21.59,13479,0,0.24322,-19.76,-3980
145,2014년 1월,2.5,399560.7,385013.6,384827.8,98.807,1,3.4,29.6,34.6,1064.75,1948.22,521.33,73570,51156168,965.3,69.05989325,97.942,98.288,98.479,98.179,98.16,98.279,3.1,3,2.7,2.7,2.6,3,1871.77,1896.96,1984.39,2029.68,2009.92,1988.33,540.91,527.96,530.55,513.81,496.17,512.44,66.96885308,67.42466655,67.82491391,68.17274876,68.46006804,68.70328803,2.5,2.5,2.5,2.5,2.5,2.5,29.6,29.6,29.6,30.2,30.2,30.2,938.9,938.9,938.9,960.6,960.6,960.6,392697.2,392697.2,392697.2,395787.2,395787.2,395787.2,1127.23,1116.98,1087.35,1066.8,1062.82,1056.67,1110.67,55342,53390,55564,89955,85975,99060,316.9,590.1,93.3,90,8.2,-25490,0.4,8.89,0,8.08,3773.5,4213.7,1529.4,0.528,0.2,-0.6,-0.2,-40.11,14705,4.7,0.356605,-21.59,13085
146,2014년 2월,2.5,399560.7,385013.6,384827.8,99.071,1,4.5,29.6,34.6,1071.3,1937.73,541.28,86667,51171176,965.3,69.32865038,98.288,98.479,98.179,98.16,98.279,98.807,3,2.7,2.7,2.6,3,3.4,1896.96,1984.39,2029.68,2009.92,1988.33,1948.22,527.96,530.55,513.81,496.17,512.44,521.33,67.42466655,67.82491391,68.17274876,68.46006804,68.70328803,69.05989325,2.5,2.5,2.5,2.5,2.5,2.5,29.6,29.6,30.2,30.2,30.2,29.6,938.9,938.9,960.6,960.6,960.6,965.3,392697.2,392697.2,395787.2,395787.2,395787.2,399560.7,1116.98,1087.35,1066.8,1062.82,1056.67,1064.75,1135.21,53390,55564,89955,85975,99060,73570,314.9,576.7,93.5,90.3,-2,13097,1.1,19.95,0,6.55,0,0,0,0.264,0,0,0,-10.49,15008,0,0.268757,-40.11,-25490
147,2014년 3월,2.5,399560.7,385013.6,384827.8,99.253,1,3.9,29.6,34.6,1070.89,1952.43,559.97,90791,51185882,965.3,69.55751607,98.479,98.179,98.16,98.279,98.807,99.071,2.7,2.7,2.6,3,3.4,4.5,1984.39,2029.68,2009.92,1988.33,1948.22,1937.73,530.55,513.81,496.17,512.44,521.33,541.28,67.82491391,68.17274876,68.46006804,68.70328803,69.05989325,69.32865038,2.5,2.5,2.5,2.5,2.5,2.5,29.6,30.2,30.2,30.2,29.6,29.6,938.9,960.6,960.6,960.6,965.3,965.3,392697.2,395787.2,395787.2,395787.2,399560.7,399560.7,1087.35,1066.8,1062.82,1056.67,1064.75,1071.3,1127.23,55564,89955,85975,99060,73570,86667,299.9,549.8,93.7,90.5,-15,4124,-0.6,18.69,0,-0.41,0,0,0,0.182,0,0,0,14.7,14706,0,0.228866,-10.49,13097
148,2014년 4월,2.5,402957.7,387117,389621.2,99.317,0.9,3.8,29.5,35.1,1044.55,1991.19,551,90706,51202130,978.4,69.64861836,98.179,98.16,98.279,98.807,99.071,99.253,2.7,2.6,3,3.4,4.5,3.9,2029.68,2009.92,1988.33,1948.22,1937.73,1952.43,513.81,496.17,512.44,521.33,541.28,559.97,68.17274876,68.46006804,68.70328803,69.05989325,69.32865038,69.55751607,2.5,2.5,2.5,2.5,2.5,2.5,30.2,30.2,30.2,29.6,29.6,29.6,960.6,960.6,960.6,965.3,965.3,965.3,395787.2,395787.2,395787.2,399560.7,399560.7,399560.7,1066.8,1062.82,1056.67,1064.75,1071.3,1070.89,1116.98,89955,85975,99060,73570,86667,90791,291.3,553.4,93.7,90.4,-8.6,-85,-0.1,-8.97,0,-26.34,3397,2103.4,4793.4,0.064,-0.1,-0.1,0.5,38.76,16248,13.1,0.0911023,14.7,4124
149,2014년 5월,2.5,402957.7,387117,389621.2,99.481,0.9,3.5,29.5,35.1,1024.99,1994.13,532.72,76264,51218424,978.4,69.6895689,98.16,98.279,98.807,99.071,99.253,99.317,2.6,3,3.4,4.5,3.9,3.8,2009.92,1988.33,1948.22,1937.73,1952.43,1991.19,496.17,512.44,521.33,541.28,559.97,551,68.46006804,68.70328803,69.05989325,69.32865038,69.55751607,69.64861836,2.5,2.5,2.5,2.5,2.5,2.5,30.2,30.2,29.6,29.6,29.6,29.5,960.6,960.6,965.3,965.3,965.3,978.4,395787.2,395787.2,399560.7,399560.7,399560.7,402957.7,1062.82,1056.67,1064.75,1071.3,1070.89,1044.55,1087.35,85975,99060,73570,86667,90791,90706,293,558.5,93.8,90.4,1.7,-14442,-0.3,-18.28,0,-19.56,0,0,0,0.164,0,0,0,2.94,16294,0,0.0409505,38.76,-85
150,2014년 6월,2.5,402957.7,387117,389621.2,99.353,0.9,3.5,29.5,35.1,1019.36,1995.08,554.68,76001,51233579,978.4,69.76015831,98.279,98.807,99.071,99.253,99.317,99.481,3,3.4,4.5,3.9,3.8,3.5,1988.33,1948.22,1937.73,1952.43,1991.19,1994.13,512.44,521.33,541.28,559.97,551,532.72,68.70328803,69.05989325,69.32865038,69.55751607,69.64861836,69.6895689,2.5,2.5,2.5,2.5,2.5,2.5,30.2,29.6,29.6,29.6,29.5,29.5,960.6,965.3,965.3,965.3,978.4,978.4,395787.2,399560.7,399560.7,399560.7,402957.7,402957.7,1056.67,1064.75,1071.3,1070.89,1044.55,1024.99,1066.8,99060,73570,86667,90791,90706,76264,299.6,567,93.8,90.3,6.6,-263,0,21.96,0,-5.63,0,0,0,-0.128,0,0,0,0.95,15155,0,0.0705894,2.94,-14442
151,2014년 7월,2.5,404195.7,389656.7,391668.7,99.499,0.3,3.4,30.2,34.8,1019.93,2021.95,556.76,85012,51250261,999,69.84409161,98.807,99.071,99.253,99.317,99.481,99.353,3.4,4.5,3.9,3.8,3.5,3.5,1948.22,1937.73,1952.43,1991.19,1994.13,1995.08,521.33,541.28,559.97,551,532.72,554.68,69.05989325,69.32865038,69.55751607,69.64861836,69.6895689,69.76015831,2.5,2.5,2.5,2.5,2.5,2.5,29.6,29.6,29.6,29.5,29.5,29.5,965.3,965.3,965.3,978.4,978.4,978.4,399560.7,399560.7,399560.7,402957.7,402957.7,402957.7,1064.75,1071.3,1070.89,1044.55,1024.99,1019.36,1062.82,73570,86667,90791,90706,76264,76001,311.1,584.1,93.8,90.3,11.5,9011,-0.1,2.08,0,0.57,1238,2539.7,2047.5,0.146,-0.6,0.7,-0.3,26.87,16682,20.6,0.0839333,0.95,-263
152,2014년 8월,2.25,404195.7,389656.7,391668.7,99.672,0.3,3.3,30.2,34.8,1025.36,2060.93,573.43,85956,51266779,999,69.929335,99.071,99.253,99.317,99.481,99.353,99.499,4.5,3.9,3.8,3.5,3.5,3.4,1937.73,1952.43,1991.19,1994.13,1995.08,2021.95,541.28,559.97,551,532.72,554.68,556.76,69.32865038,69.55751607,69.64861836,69.6895689,69.76015831,69.84409161,2.5,2.5,2.5,2.5,2.5,2.5,29.6,29.6,29.5,29.5,29.5,30.2,965.3,965.3,978.4,978.4,978.4,999,399560.7,399560.7,402957.7,402957.7,402957.7,404195.7,1071.3,1070.89,1044.55,1024.99,1019.36,1019.93,1056.67,86667,90791,90706,76264,76001,85012,328.5,593.4,93.9,90.3,17.4,944,-0.1,16.67,-0.25,5.43,0,0,0,0.173,0,0,0,38.98,16518,0,0.0852434,26.87,9011
153,2014년 9월,2.25,404195.7,389656.7,391668.7,99.608,0.3,3.1,30.2,34.8,1033.24,2042.71,557.55,93313,51284774,999,70.01247451,99.253,99.317,99.481,99.353,99.499,99.672,3.9,3.8,3.5,3.5,3.4,3.3,1952.43,1991.19,1994.13,1995.08,2021.95,2060.93,559.97,551,532.72,554.68,556.76,573.43,69.55751607,69.64861836,69.6895689,69.76015831,69.84409161,69.929335,2.5,2.5,2.5,2.5,2.5,2.25,29.6,29.5,29.5,29.5,30.2,30.2,965.3,978.4,978.4,978.4,999,999,399560.7,402957.7,402957.7,402957.7,404195.7,404195.7,1070.89,1044.55,1024.99,1019.36,1019.93,1025.36,1064.75,90791,90706,76264,76001,85012,85956,326,584.1,94.1,90.5,-2.5,7357,-0.2,-15.88,0,7.88,0,0,0,-0.064,0,0,0,-18.22,17995,0,0.0831395,38.98,944
154,2014년 10월,2,406003.3,395026.3,398289,99.308,0.4,3.2,29.5,35.5,1060.28,1942.8,542.29,114923,51302044,1025.1,70.09615046,99.317,99.481,99.353,99.499,99.672,99.608,3.8,3.5,3.5,3.4,3.3,3.1,1991.19,1994.13,1995.08,2021.95,2060.93,2042.71,551,532.72,554.68,556.76,573.43,557.55,69.64861836,69.6895689,69.76015831,69.84409161,69.929335,70.01247451,2.5,2.5,2.5,2.5,2.25,2.25,29.5,29.5,29.5,30.2,30.2,30.2,978.4,978.4,978.4,999,999,999,402957.7,402957.7,402957.7,404195.7,404195.7,404195.7,1044.55,1024.99,1019.36,1019.93,1025.36,1033.24,1071.3,90706,76264,76001,85012,85956,93313,315.6,581.8,94.3,90.8,-10.4,21610,0.1,-15.26,-0.25,27.04,1807.6,5369.6,6620.3,-0.3,0.1,-0.7,0.7,-99.91,17270,26.1,0.0836759,-18.22,7357
155,2014년 11월,2,406003.3,395026.3,398289,99.108,0.4,3,29.5,35.5,1095.1,1959.65,539.52,95776,51314683,1025.1,70.2050329,99.481,99.353,99.499,99.672,99.608,99.308,3.5,3.5,3.4,3.3,3.1,3.2,1994.13,1995.08,2021.95,2060.93,2042.71,1942.8,532.72,554.68,556.76,573.43,557.55,542.29,69.6895689,69.76015831,69.84409161,69.929335,70.01247451,70.09615046,2.5,2.5,2.5,2.25,2.25,2,29.5,29.5,30.2,30.2,30.2,29.5,978.4,978.4,999,999,999,1025.1,402957.7,402957.7,404195.7,404195.7,404195.7,406003.3,1024.99,1019.36,1019.93,1025.36,1033.24,1060.28,1070.89,76264,76001,85012,85956,93313,114923,311.8,568.1,94.5,90.9,-3.8,-19147,-0.2,-2.77,0,34.82,0,0,0,-0.2,0,0,0,16.85,12639,0,0.108882,-99.91,21610
156,2014년 12월,2,406003.3,395026.3,398289,99.098,0.4,3.3,29.5,35.5,1104.33,1941.93,577.28,102316,51327916,1025.1,70.33515967,99.353,99.499,99.672,99.608,99.308,99.108,3.5,3.4,3.3,3.1,3.2,3,1995.08,2021.95,2060.93,2042.71,1942.8,1959.65,554.68,556.76,573.43,557.55,542.29,539.52,69.76015831,69.84409161,69.929335,70.01247451,70.09615046,70.2050329,2.5,2.5,2.25,2.25,2,2,29.5,30.2,30.2,30.2,29.5,29.5,978.4,999,999,999,1025.1,1025.1,402957.7,404195.7,404195.7,404195.7,406003.3,406003.3,1019.36,1019.93,1025.36,1033.24,1060.28,1095.1,1044.55,76001,85012,85956,93313,114923,95776,321.9,590.4,94.6,90.9,10.1,6540,0.3,37.76,0,9.23,0,0,0,-0.01,0,0,0,-17.72,13233,0,0.130127,16.85,-19147
157,2015년 1월,2,409483.1,408312.2,412619.6,99.77,0.9,3.7,29,36.9,1088.86,1920.99,605.85,90006,51342881,1039.3,70.45002904,99.499,99.672,99.608,99.308,99.108,99.098,3.4,3.3,3.1,3.2,3,3.3,2021.95,2060.93,2042.71,1942.8,1959.65,1941.93,556.76,573.43,557.55,542.29,539.52,577.28,69.84409161,69.929335,70.01247451,70.09615046,70.2050329,70.33515967,2.5,2.25,2.25,2,2,2,30.2,30.2,30.2,29.5,29.5,29.5,999,999,999,1025.1,1025.1,1025.1,404195.7,404195.7,404195.7,406003.3,406003.3,406003.3,1019.93,1025.36,1033.24,1060.28,1095.1,1104.33,1024.99,85012,85956,93313,114923,95776,102316,330.5,585.4,94.8,90.9,8.6,-12310,0.4,28.57,0,-15.47,3479.8,13285.9,14330.6,0.672,0.5,-0.5,1.4,-20.94,14965,14.2,0.114869,-17.72,6540
158,2015년 2월,2,409483.1,408312.2,412619.6,99.71,0.9,4.5,29,36.9,1098.4,1961,634.72,85517,51360454,1039.3,70.57085069,99.672,99.608,99.308,99.108,99.098,99.77,3.3,3.1,3.2,3,3.3,3.7,2060.93,2042.71,1942.8,1959.65,1941.93,1920.99,573.43,557.55,542.29,539.52,577.28,605.85,69.929335,70.01247451,70.09615046,70.2050329,70.33515967,70.45002904,2.25,2.25,2,2,2,2,30.2,30.2,29.5,29.5,29.5,29,999,999,1025.1,1025.1,1025.1,1039.3,404195.7,404195.7,406003.3,406003.3,406003.3,409483.1,1025.36,1033.24,1060.28,1095.1,1104.33,1088.86,1019.36,85956,93313,114923,95776,102316,90006,339.7,589.8,95,91.1,9.2,-4489,0.8,28.87,0,9.54,0,0,0,-0.06,0,0,0,40.01,17573,0,0.120822,-20.94,-12310
159,2015년 3월,1.75,409483.1,408312.2,412619.6,99.72,0.9,4,29,36.9,1112.57,2012.62,685.35,116022,51378174,1039.3,70.72089258,99.608,99.308,99.108,99.098,99.77,99.71,3.1,3.2,3,3.3,3.7,4.5,2042.71,1942.8,1959.65,1941.93,1920.99,1961,557.55,542.29,539.52,577.28,605.85,634.72,70.01247451,70.09615046,70.2050329,70.33515967,70.45002904,70.57085069,2.25,2,2,2,2,2,30.2,29.5,29.5,29.5,29,29,999,1025.1,1025.1,1025.1,1039.3,1039.3,404195.7,406003.3,406003.3,406003.3,409483.1,409483.1,1033.24,1060.28,1095.1,1104.33,1088.86,1098.4,1019.93,93313,114923,95776,102316,90006,85517,341.9,591.5,95.3,91.4,2.2,30505,-0.5,50.63,-0.25,14.17,0,0,0,0.01,0,0,0,51.62,17720,0,0.150042,40.01,-4489
160,2015년 4월,1.75,411150.7,410199.7,409987.4,99.75,0.4,3.9,29.3,36.1,1088.66,2107.27,697.55,121540,51395238,1072,70.90555465,99.308,99.108,99.098,99.77,99.71,99.72,3.2,3,3.3,3.7,4.5,4,1942.8,1959.65,1941.93,1920.99,1961,2012.62,542.29,539.52,577.28,605.85,634.72,685.35,70.09615046,70.2050329,70.33515967,70.45002904,70.57085069,70.72089258,2,2,2,2,2,1.75,29.5,29.5,29.5,29,29,29,1025.1,1025.1,1025.1,1039.3,1039.3,1039.3,406003.3,406003.3,406003.3,409483.1,409483.1,409483.1,1060.28,1095.1,1104.33,1088.86,1098.4,1112.57,1025.36,114923,95776,102316,90006,85517,116022,340.4,601.9,95.7,91.9,-1.5,5518,-0.1,12.2,0,-23.91,1667.6,1887.5,-2632.2,0.03,-0.5,0.3,-0.8,94.65,17064,32.7,0.184662,51.62,30505
161,2015년 5월,1.75,411150.7,410199.7,409987.4,100.03,0.4,3.7,29.3,36.1,1091.27,2114.9,722.83,108948,51413925,1072,71.02650233,99.108,99.098,99.77,99.71,99.72,99.75,3,3.3,3.7,4.5,4,3.9,1959.65,1941.93,1920.99,1961,2012.62,2107.27,539.52,577.28,605.85,634.72,685.35,697.55,70.2050329,70.33515967,70.45002904,70.57085069,70.72089258,70.90555465,2,2,2,2,1.75,1.75,29.5,29.5,29,29,29,29.3,1025.1,1025.1,1039.3,1039.3,1039.3,1072,406003.3,406003.3,409483.1,409483.1,409483.1,411150.7,1095.1,1104.33,1088.86,1098.4,1112.57,1088.66,1033.24,95776,102316,90006,85517,116022,121540,344.9,609.6,96,92.3,4.5,-12592,-0.2,25.28,0,2.61,0,0,0,0.28,0,0,0,7.63,18687,0,0.120948,94.65,5518
162,2015년 6월,1.5,411150.7,410199.7,409987.4,100.05,0.4,3.8,29.3,36.1,1112.2,2063.69,753.83,107956,51431100,1072,71.14469742,99.098,99.77,99.71,99.72,99.75,100.03,3.3,3.7,4.5,4,3.9,3.7,1941.93,1920.99,1961,2012.62,2107.27,2114.9,577.28,605.85,634.72,685.35,697.55,722.83,70.33515967,70.45002904,70.57085069,70.72089258,70.90555465,71.02650233,2,2,2,1.75,1.75,1.75,29.5,29,29,29,29.3,29.3,1025.1,1039.3,1039.3,1039.3,1072,1072,406003.3,409483.1,409483.1,409483.1,411150.7,411150.7,1104.33,1088.86,1098.4,1112.57,1088.66,1091.27,1060.28,102316,90006,85517,116022,121540,108948,346.1,599.9,96.3,92.8,1.2,-992,0.1,31,-0.25,20.93,0,0,0,0.02,0,0,0,-51.21,17175,0,0.118195,7.63,-12592
163,2015년 7월,1.5,417190.5,418259.9,419416.6,100.23,1.5,3.6,29.9,36.9,1143.22,2058.03,698.16,114610,51448183,1101.4,72.88312199,99.77,99.71,99.72,99.75,100.03,100.05,3.7,4.5,4,3.9,3.7,3.8,1920.99,1961,2012.62,2107.27,2114.9,2063.69,605.85,634.72,685.35,697.55,722.83,753.83,70.45002904,70.57085069,70.72089258,70.90555465,71.02650233,71.14469742,2,2,1.75,1.75,1.75,1.5,29,29,29,29.3,29.3,29.3,1039.3,1039.3,1039.3,1072,1072,1072,409483.1,409483.1,409483.1,411150.7,411150.7,411150.7,1088.86,1098.4,1112.57,1088.66,1091.27,1112.2,1095.1,90006,85517,116022,121540,108948,107956,353.6,604.7,96.6,93.1,7.5,6654,-0.2,-55.67,0,31.02,6039.8,8060.2,9429.2,0.18,1.1,0.6,0.8,-5.66,17083,29.4,1.73842,-51.21,-992
164,2015년 8월,1.5,417190.5,418259.9,419416.6,100.37,1.5,3.4,29.9,36.9,1179.1,1952.55,672.04,93744,51465228,1101.4,72.93923879,99.71,99.72,99.75,100.03,100.05,100.23,4.5,4,3.9,3.7,3.8,3.6,1961,2012.62,2107.27,2114.9,2063.69,2058.03,634.72,685.35,697.55,722.83,753.83,698.16,70.57085069,70.72089258,70.90555465,71.02650233,71.14469742,72.88312199,2,1.75,1.75,1.75,1.5,1.5,29,29,29.3,29.3,29.3,29.9,1039.3,1039.3,1072,1072,1072,1101.4,409483.1,409483.1,411150.7,411150.7,411150.7,417190.5,1098.4,1112.57,1088.66,1091.27,1112.2,1143.22,1104.33,85517,116022,121540,108948,107956,114610,342,595.4,96.9,93.5,-11.6,-20866,-0.2,-26.12,0,35.88,0,0,0,0.14,0,0,0,-105.48,17045,0,0.0561168,-5.66,6654
165,2015년 9월,1.5,417190.5,418259.9,419416.6,100.11,1.5,3.2,29.9,36.9,1184.76,1939.58,683.14,88082,51482816,1101.4,73.05270661,99.72,99.75,100.03,100.05,100.23,100.37,4,3.9,3.7,3.8,3.6,3.4,2012.62,2107.27,2114.9,2063.69,2058.03,1952.55,685.35,697.55,722.83,753.83,698.16,672.04,70.72089258,70.90555465,71.02650233,71.14469742,72.88312199,72.93923879,1.75,1.75,1.75,1.5,1.5,1.5,29,29.3,29.3,29.3,29.9,29.9,1039.3,1072,1072,1072,1101.4,1101.4,409483.1,411150.7,411150.7,411150.7,417190.5,417190.5,1112.57,1088.66,1091.27,1112.2,1143.22,1179.1,1088.86,116022,121540,108948,107956,114610,93744,354.2,616.8,97.2,93.9,12.2,-5662,-0.2,11.1,0,5.66,0,0,0,-0.26,0,0,0,-12.97,17588,0,0.113468,-105.48,-20866
166,2015년 10월,1.5,420196,421248.6,421182.9,100.11,0.7,3.1,29.9,35.8,1148.18,2020.57,680.23,103565,51500986,1138,73.15084119,99.75,100.03,100.05,100.23,100.37,100.11,3.9,3.7,3.8,3.6,3.4,3.2,2107.27,2114.9,2063.69,2058.03,1952.55,1939.58,697.55,722.83,753.83,698.16,672.04,683.14,70.90555465,71.02650233,71.14469742,72.88312199,72.93923879,73.05270661,1.75,1.75,1.5,1.5,1.5,1.5,29.3,29.3,29.3,29.9,29.9,29.9,1072,1072,1072,1101.4,1101.4,1101.4,411150.7,411150.7,411150.7,417190.5,417190.5,417190.5,1088.66,1091.27,1112.2,1143.22,1179.1,1184.76,1098.4,121540,108948,107956,114610,93744,88082,357.5,645.1,97.5,94.3,3.3,15483,-0.1,-2.91,0,-36.58,3005.5,2988.7,1766.3,0,-0.8,0,-1.1,80.99,18170,36.6,0.0981346,-12.97,-5662
167,2015년 11월,1.5,420196,421248.6,421182.9,99.92,0.7,3,29.9,35.8,1151.97,2006.78,665.95,101400,51515399,1138,73.31022863,100.03,100.05,100.23,100.37,100.11,100.11,3.7,3.8,3.6,3.4,3.2,3.1,2114.9,2063.69,2058.03,1952.55,1939.58,2020.57,722.83,753.83,698.16,672.04,683.14,680.23,71.02650233,71.14469742,72.88312199,72.93923879,73.05270661,73.15084119,1.75,1.5,1.5,1.5,1.5,1.5,29.3,29.3,29.9,29.9,29.9,29.9,1072,1072,1101.4,1101.4,1101.4,1138,411150.7,411150.7,417190.5,417190.5,417190.5,420196,1091.27,1112.2,1143.22,1179.1,1184.76,1148.18,1112.57,108948,107956,114610,93744,88082,103565,354.9,666.6,97.8,94.8,-2.6,-2165,-0.1,-14.28,0,3.79,0,0,0,-0.19,0,0,0,-13.79,14413,0,0.159387,80.99,15483
168,2015년 12월,1.5,420196,421248.6,421182.9,100.22,0.7,3.2,29.9,35.8,1172.24,1971.53,678.81,94474,51529338,1138,73.44866123,100.05,100.23,100.37,100.11,100.11,99.92,3.8,3.6,3.4,3.2,3.1,3,2063.69,2058.03,1952.55,1939.58,2020.57,2006.78,753.83,698.16,672.04,683.14,680.23,665.95,71.14469742,72.88312199,72.93923879,73.05270661,73.15084119,73.31022863,1.5,1.5,1.5,1.5,1.5,1.5,29.3,29.9,29.9,29.9,29.9,29.9,1072,1101.4,1101.4,1101.4,1138,1138,411150.7,417190.5,417190.5,417190.5,420196,420196,1112.2,1143.22,1179.1,1184.76,1148.18,1151.97,1088.66,107956,114610,93744,88082,103565,101400,329,627.5,98,95,-25.9,-6926,0.2,12.86,0,20.27,0,0,0,0.3,0,0,0,-35.25,13939,0,0.138433,-13.79,-2165
169,2016년 1월,1.5,421397.6,431674.4,432831.1,100.39,0.3,3.7,28.3,37,1201.67,1894.65,651.05,75991,51541582,1158.4,73.5594074,100.23,100.37,100.11,100.11,99.92,100.22,3.6,3.4,3.2,3.1,3,3.2,2058.03,1952.55,1939.58,2020.57,2006.78,1971.53,698.16,672.04,683.14,680.23,665.95,678.81,72.88312199,72.93923879,73.05270661,73.15084119,73.31022863,73.44866123,1.5,1.5,1.5,1.5,1.5,1.5,29.9,29.9,29.9,29.9,29.9,29.9,1101.4,1101.4,1101.4,1138,1138,1138,417190.5,417190.5,417190.5,420196,420196,420196,1143.22,1179.1,1184.76,1148.18,1151.97,1172.24,1091.27,114610,93744,88082,103565,101400,94474,329.4,616.1,98,95.1,0.4,-18483,0.5,-27.76,0,29.43,1201.6,10425.8,11648.2,0.17,-0.4,-1.6,1.2,-76.88,12244,20.4,0.110746,-35.25,-6926
